accession_id	genome_size	tax_id	tax_name	species	genus	family	order	class	phylum	kingdom	superkingdom
NC_021559.1	179063	536453	Prochlorococcus phage P-SSM3			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021562.1	8555	1340745	Vibrio phage VFJ	Vibrio virus VFJ	Saetivirus	Inoviridae	Tubulavirales	Faserviricetes	Hofneiviricota	Loebvirae	Viruses
NC_021565.1	5329	1148491	Rosellinia necatrix victorivirus 1		Victorivirus	Totiviridae	Ghabrivirales	Chrymotiviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021541.1	3511	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021550.1	751	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021549.1	631	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021545.1	2847	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021551.1	2341	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021543.1	2306	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021546.1	1276	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021544.1	1269	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021547.1	1179	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021548.1	1007	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021542.1	814	10942	Human rotavirus B	Rotavirus B	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021706.1	10770	1353016	Sclerotinia sclerotiorum endornavirus 1	Sclerotinia sclerotiorum betaendornavirus 1	Betaendornavirus	Endornaviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_021719.1	2766	1489311	Sweet potato leaf curl Henan virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_024117.1	2785	1489311	Sweet potato leaf curl Henan virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_021773.2	43458	1273712	Staphylococcus phage JS01		Biseptimavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021774.1	29742	1173769	Salmonella phage FSLSP004	Salmonella virus FSLSP004	Stockinghallvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021779.1	59746	1173754	Salmonella virus FSLSP030		Chivirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021785.1	65132	1173748	Listeria phage LP-110	Listeria virus LP110	Homburgvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021783.1	59254	1005056	Salmonella virus iEPS5		Chivirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021803.1	72369	1328030	Cellulophaga phage phi13:2			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021804.1	28760	1327993	Cellulophaga phage phi39:1			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021798.1	145343	1327980	Cellulophaga phage phi17:1	Cellulophaga virus Cba171	Helsingorvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021856.1	155631	207656	Bacillus phage phiNIT1	Bacillus virus NIT1	Nitunavirus	Herelleviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021862.1	8576	1352227	Ralstonia phage RSS30			Inoviridae	Tubulavirales	Faserviricetes	Hofneiviricota	Loebvirae	Viruses
NC_021855.1	32382	1262538	Lactococcus phage phi7		Skunavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021863.1	42652	1195086	Staphylococcus phage SA13		Phietavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021873.1	1712	1415665	Ustilaginoidea virens partitivirus 2			Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021874.1	1352	1415665	Ustilaginoidea virens partitivirus 2			Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021926.1	3919	204928	Calibrachoa mottle virus		Alphacarmovirus	Tombusviridae	Tolivirales	Tolucaviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_020900.1	19979	1286141	Meno virus	Alphamesonivirus 9	Alphamesonivirus	Mesoniviridae	Nidovirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_020928.1	6543	328668	Bombyx mori densovirus 3	Bombyx mori bidensovirus	Bidensovirus	Bidnaviridae	Polivirales	Mouviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_020927.1	6022	328668	Bombyx mori densovirus 3	Bombyx mori bidensovirus	Bidensovirus	Bidnaviridae	Polivirales	Mouviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_020998.1	28072	1282967	Haloarcula hispanica virus PH1		Alphasphaerolipovirus	Sphaerolipoviridae	Halopanivirales	Laserviricetes	Dividoviricota	Helvetiavirae	Viruses
NC_021068.1	57611	573171	Vibrio phage douglas 12A4			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021071.1	177211	536444	Cyanophage P-RSM1			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021074.1	2517	1291515	Acheta domesticus volvovirus								Viruses
NC_021147.1	2430	1323529	Dill cryptic virus 2		Betapartitivirus	Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021148.1	2354	1323529	Dill cryptic virus 2		Betapartitivirus	Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021178.1	8785	1150861	Canine picodicistrovirus	Cadicivirus A	Dicipivirus	Picornaviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021203.1	2539	1328031	Porcine stool-associated circular virus 2	Porcine associated porprismacovirus 2	Porprismacovirus	Smacoviridae	Cremevirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_021242.1	6341	1219465	Lone Star virus	Lone Star bandavirus	Bandavirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_021243.1	3313	1219465	Lone Star virus	Lone Star bandavirus	Bandavirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_021244.1	1876	1219465	Lone Star virus	Lone Star bandavirus	Bandavirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_021311.1	76479	1327937	Mycobacterium phage Phaux		Kostyavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021309.1	74711	1327774	Mycobacterium phage Phrux		Kostyavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021302.1	47109	1327765	Mycobacterium phage Fishburne	Mycobacterium virus Fishburne	Fishburnevirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021298.1	51252	1327758	Streptomyces phage Lika	Streptomyces virus Lika	Likavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021345.1	1224	1335766	Chili leaf curl Bhatinda betasatellite		Betasatellite	Tolecusatellitidae					Viruses
NC_021332.1	41392	1195071	Staphylococcus phage StauST398-3		Phietavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021318.1	51214	1327948	Mycobacterium phage Chy5		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021349.1	154872	1327762	Mycobacterium phage Astraea	Mycobacterium virus Bxz1	Bixzunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021343.1	35430	1282994	Burkholderia phage ST79	Burkholderia virus ST79	Nampongvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021320.1	76134	1273753	Halovirus HRTV-5			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021328.1	143855	1273749	Halovirus HGTV-1								Viruses
NC_021337.1	31185	1273713	Acinetobacter phage AB3	Acinetobacter virus AB3	Friunavirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021483.1	7286	1195796	Human papillomavirus 154	Gammapapillomavirus 11	Gammapapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_021534.1	47552	754050	Aeromonas phage pIS4-A	Aeromonas virus pIS4A	Roufvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021536.1	171797	754039	Synechococcus phage S-IOM18	Synechococcus virus SIOM18	Tefnutvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021540.1	69278	1283071	Vibrio phage JA-1			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021558.1	37644	754053	Paenibacillus phage PG1			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021557.1	37378	929834	Rhizobium phage RR1-B			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021569.1	7069	1343494	Stenotrophomonas phage SMA7	Stenotrophomonas virus SMA7	Subteminivirus	Inoviridae	Tubulavirales	Faserviricetes	Hofneiviricota	Loebvirae	Viruses
NC_021568.1	1832	1345637	Human cyclovirus VS5700009	Human associated cyclovirus 9	Cyclovirus	Circoviridae	Cirlivirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_021704.1	8566	394239	Koala retrovirus		Gammaretrovirus	Retroviridae	Ortervirales	Revtraviricetes	Artverviricota	Pararnavirae	Viruses
NC_021735.1	7038	1324959	Burdock mottle virus		Benyvirus	Benyviridae	Hepelivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_021736.1	4315	1324959	Burdock mottle virus		Benyvirus	Benyviridae	Hepelivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_021772.1	72394	1173761	Salmonella phage FSL SP-058	Salmonella virus FSL SP-058	Ithacavirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021781.2	135281	1173766	Listeria phage LP-125	Listeria virus LP083-2	Pecentumvirus	Herelleviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021799.1	57447	1327971	Cellulophaga phage phi19:3			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021793.1	11703	1327968	Cellulophaga phage phi48:2								Viruses
NC_021786.1	9499	1324128	Habenaria mosaic virus		Potyvirus	Potyviridae	Patatavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021801.1	42902	1347760	Staphylococcus phage SA12		Phietavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021305.1	76179	1327939	Mycobacterium phage Murphy		Kostyavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021310.1	68598	1327766	Mycobacterium phage Newman	Mycobacterium virus Suffolk	Pegunavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021304.1	51552	1327759	Streptomyces phage Sujidade	Streptomyces virus Sujidade	Likavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021341.1	2754	1335768	Tomato yellow leaf curl Yunnan virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_021346.1	157482	1327936	Mycobacterium phage Gizmo	Mycobacterium virus Bxz1	Bixzunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021324.1	53369	1327035	Mycobacterium phage CASbig		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021325.1	39108	1305708	Clostridium phage vB_CpeS-CP51			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021335.1	69048	1273754	Halovirus HRTV-7			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021322.1	49107	1273750	Halovirus HHTV-1								Viruses
NC_021330.1	103257	1273746	Halovirus HCTV-1								Viruses
NC_021482.1	7537	1294177	Sebokele virus 1	Parechovirus C	Parechovirus	Picornaviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021537.1	39784	754066	Halorubrum phage CGphi46			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021535.1	50679	1327772	Mycobacterium phage Jobu08		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021539.2	38275	1173743	Listeria phage LP-030-2	Listeria virus LP302	Psavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021561.1	37324	929835	Vibrio phage pYD38-B			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021566.1	10985	1345661	Nilaparvata lugens honeydew virus-2			Iflaviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021563.1	42724	1282995	Serratia phage Eta			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021579.1	2669	1336597	Tomato golden leaf spot virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_021708.1	1292	1188819	Cuban alphasatellite 1			Alphasatellitidae					Viruses
NC_021780.1	59454	1173757	Salmonella virus FSLSP088		Chivirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021782.1	72098	1173762	Salmonella phage FSL SP-076	Salmonella virus FSL SP-076	Ithacavirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021789.1	75994	1327970	Cellulophaga phage phi19:1			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021784.1	38099	1352230	Thermus phage phi OH2			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021806.1	100418	1327990	Cellulophaga phage phi14:2			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021796.1	72534	1327977	Cellulophaga phage phi38:1			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021795.1	38776	1918525	Cellulophaga virus Cba172		Lightbulbvirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021791.1	39148	1327987	Cellulophaga phage phi12a:1			Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Viruses
NC_021867.1	46978	1325731	Flavobacterium phage 6H	Flavobacterium virus 6H	Unahavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021857.1	41475	66284	Shigella phage SfII			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021860.1	31090	1262535	Lactococcus phage jm2		Skunavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021901.1	197693	1301279	Invertebrate iridovirus 22		Chloriridovirus	Iridoviridae	Pimascovirales	Megaviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_021923.1	140633	1367203	Hemileuca sp. nucleopolyhedrovirus	Hemileuca species nucleopolyhedrovirus	Alphabaculovirus	Baculoviridae					Viruses
NC_022002.1	3206	1381007	Grapevine red blotch virus		Grablovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_022039.1	6911	1368616	Brazoran virus		Orthobunyavirus	Peribunyaviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_022038.1	4659	1368616	Brazoran virus		Orthobunyavirus	Peribunyaviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_022037.1	1672	1368616	Brazoran virus		Orthobunyavirus	Peribunyaviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_022070.1	53588	1383054	Mycobacterium phage Wheeler		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021245.1	2742	1333313	Malvastrum leaf curl Philippines virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_021301.1	56279	1327777	Mycobacterium phage SiSi		Cheoctovirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021297.1	52057	1327773	Mycobacterium phage PattyP		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021306.1	75736	1327764	Mycobacterium phage Dumbo		Kostyavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021299.1	80955	1325953	Mycobacterium phage PegLeg		Bongovirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021317.1	21248	1325963	Salmonella phage L13	Salmonella virus L13	Jerseyvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021326.1	45242	1195068	Staphylococcus phage StauST398-1		Phietavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021338.1	46639	1327947	Mycobacterium phage Chy4		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021339.1	51077	1327760	Streptomyces phage Zemlya	Streptomyces virus Zemlya	Likavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021336.1	27190	1309583	Bacillus phage MG-B1			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021323.1	45572	1277672	Staphylococcus phage StauST398-2		Triavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021329.1	35722	1273752	Halovirus HRTV-4								Viruses
NC_021327.1	102105	1273748	Halovirus HCTV-5								Viruses
NC_021472.1	7583	1336600	Felis catus papillomavirus 3	Taupapillomavirus 3	Taupapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_021480.1	1060	1343493	Grapevine satellite virus		Virtovirus						Viruses
NC_021529.2	247511	115992	Vibrio phage nt-1	Vibrio virus nt1	Schizotequatrovirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021538.1	59626	1327771	Mycobacterium phage Job42		Cheoctovirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021531.1	223989	1195085	Cronobacter phage CR5		Derbicusvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021560.1	53102	929833	Rhizobium phage RR1-A			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021567.1	10600	1345662	Nilaparvata lugens honeydew virus-3			Iflaviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021556.1	39981	1327949	Mycobacterium phage Bo4		Liefievirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021564.1	5983	1301220	Citrus vein enation virus		Enamovirus	Luteoviridae	Tolivirales	Tolucaviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_021625.1	3296	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021629.1	706	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021634.1	678	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021626.1	2769	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021631.1	2246	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021630.1	2174	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021632.1	1791	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021635.1	1314	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021633.1	1309	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021628.1	1068	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021627.1	990	994994	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021705.2	4195	1352511	Thin paspalum asymptomatic virus		Panicovirus	Tombusviridae	Tolivirales	Tolucaviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_021776.1	42313	1233488	Vibrio phage VPMS1		Kafunavirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021777.1	43447	1340534	Salmonella phage Jersey	Salmonella virus Jersey	Jerseyvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021775.1	42215	1173749	Salmonella phage FSL SP-031	Salmonella virus SP31	Cornellvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021797.1	6453	1327969	Cellulophaga phage phi12:2			Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Viruses
NC_021787.2	64756	1173747	Listeria phage LP-037	Listeria virus LP37	Homburgvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021788.1	145865	1327974	Cellulophaga phage phi46:1			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
